Day,Month,Year,Humidity,Max Temperature,Min Temperature,Rainfall,Sea Level Pressure,Sunshine,Wind Speed,Cloud
12,4,2020,86.5,37.5,12.5,0.03,29.7335,7.9,2.2,1
13,4,2020,82.5,17.6,4.6,0,30.27,11.4,2.2,0
14,4,2020,60,34.2,-3.9,0.12,30.286,11.3,6.7,1
15,4,2020,65.5,42,25.1,0.15,29.9815,4.7,6,0
16,4,2020,89,25.2,10.7,0,30.067,8.1,3.3,0
17,4,2020,60,42.4,-1.3,0.35,30.165,7.4,6.7,0
18,4,2020,68,44.6,23.9,0.08,29.8575,5.9,3.9,1
19,4,2020,58,51.6,27.3,0.02,29.778,5.4,5.2,0
20,4,2020,49.5,55.2,27.4,0,29.8335,6.9,4.7,0
21,4,2020,55.5,58.4,23.1,0,29.8235,9,2.4,1
22,4,2020,51.5,56.4,28.3,0.02,29.769,10.1,3.8,1
23,4,2020,56.5,56.5,34.4,0.01,29.626,9.9,8.5,0
24,4,2020,59.5,50.7,29.7,0.02,29.8355,6.4,5,0
25,4,2020,55.5,54,32.8,0,29.9765,5,4.9,0
26,4,2020,56,60.4,41.4,0.03,29.825,4.1,8,0
27,4,2020,40,67.2,44.5,0,29.706,4.8,10,1
28,4,2020,45,61.2,36.1,0,29.7675,8.4,8.7,1
29,4,2020,57.5,62.8,26.2,0,30.0105,10,2.5,0
30,4,2020,47,74.6,32.9,0,29.742,9.1,5.4,0
1,5,2020,51,71.8,41.5,0,29.6195,4.4,5.2,0
2,5,2020,77.5,57.3,39.9,0.3,29.7735,7.6,3.1,0
3,5,2020,61,65.4,36.1,0.03,29.748,8.5,4.9,1
4,5,2020,61,52.2,38.5,0.04,29.814,4.3,7.6,1
5,5,2020,31,62.3,37.9,0,30.035,5.8,6.3,0
6,5,2020,59.5,59.4,24.5,0,30.0025,9.3,2,1
7,5,2020,48.5,58.9,29.6,0,29.838,8.9,10.1,1
8,5,2020,65,51.4,29.4,0,30.001,7.9,2.7,0
9,5,2020,56.5,53.5,32.8,0,30.036,9.7,4.1,0
10,5,2020,56.5,52.6,30.6,0,30.0545,8.6,3.1,1
11,5,2020,80.5,52,28.1,0.12,29.8795,6.7,3.8,0
12,5,2020,58.5,66.4,34.3,0.01,29.643,8.2,6.8,1
13,5,2020,44,65.4,42.7,0,29.454,10,6.8,1
14,5,2020,61.5,60.6,38.7,0.02,29.6195,9.9,3.8,0
15,5,2020,78,55.1,38.4,0.1,29.701,10.8,3.2,1
16,5,2020,56,65.4,37,0.04,29.8265,8.6,3.3,1
17,5,2020,58,71.7,28.9,0,29.819,9.2,2.3,1
18,5,2020,53,77.6,36.5,0,29.689,8.1,4.1,1
19,5,2020,45,77.2,36.3,0,29.5105,10.9,4.2,1
20,5,2020,37.5,76.1,46.5,0,29.338,8.5,7.8,1
21,5,2020,27.5,64.3,38.3,0,29.5835,8.4,8.7,1
22,5,2020,43,67.9,30.6,0,29.591,10.8,3.1,1
23,5,2020,41,67.9,32.8,0,29.4795,10.8,5.3,1
24,5,2020,69,50.4,35.7,0.24,29.738,10.4,2.3,0
25,5,2020,65.5,54.8,30.4,0.01,29.968,9.5,2.3,0
26,5,2020,58.5,71.6,27,0,29.871,11,5.2,1
27,5,2020,53,68.4,41.7,0,29.72,7.3,3.2,1
28,5,2020,64.5,66,37.9,0,29.889,9.8,2.9,0
29,5,2020,57,79.3,40.8,0,29.8675,8.5,2.7,0
30,5,2020,58.5,74.9,49.1,0.04,29.7215,9.1,3.2,1
31,5,2020,58.5,78.4,45.7,0.05,29.7125,4.1,5.1,1
1,6,2020,40.5,85.9,51.7,0,29.6435,6.1,6.5,1
2,6,2020,43.5,78.3,47.4,0,29.741,5.6,2.6,0
3,6,2020,51,81.1,41.8,0.01,29.729,4.4,4.4,0
4,6,2020,50,76.9,40.8,0,29.6715,10.1,5.9,0
5,6,2020,37.5,84.8,46.7,0,29.602,9.8,4,0
6,6,2020,49.5,70.4,54.7,0.05,29.345,9.4,5.1,1
7,6,2020,45,77,34.9,0,29.3045,5.4,4,0
8,6,2020,55.5,61.8,36.9,0.06,29.454,10.8,3.9,1
9,6,2020,51.5,55,38.7,0.03,29.6965,5.7,7.9,1
10,6,2020,38,64.4,44.8,0,29.938,9.3,6.7,1
11,6,2020,49,71.3,32.6,0,30.071,4.5,2.4,1
12,6,2020,46,80.7,36,0,29.9815,4.2,2.9,0
13,6,2020,46.5,80.2,41.1,0.05,29.6915,4.3,3.8,0
14,6,2020,32,78.7,49.3,0,29.519,5.4,8,1
15,6,2020,32,82.4,39.2,0,29.697,6.9,2,1
16,6,2020,38.5,81.5,40.8,0,29.5425,8.6,6.2,1
17,6,2020,33.5,82,42.6,0,29.4605,6.4,6.2,1
18,6,2020,63,62.3,44.4,0.07,29.6955,6.7,3.7,0
19,6,2020,78.5,56.3,41.6,0.25,29.851,11.6,2.2,0
20,6,2020,54.5,77.6,32.2,0.01,29.8465,6.3,3.8,1
21,6,2020,51,71.5,47.7,0.02,29.6805,8.1,3.4,0
22,6,2020,65.5,70.2,39.8,0,29.8235,7.5,2.5,0
23,6,2020,61.5,75.6,42,0.08,29.8315,8.9,2.4,1
24,6,2020,59,81.4,40.7,0.1,29.714,4.5,2.8,0
25,6,2020,55.5,81.8,40.7,0,29.665,7.5,3.9,1
26,6,2020,64.5,72.5,44,0.01,29.7345,11.9,3,1
27,6,2020,47.5,78.5,47.4,0,29.584,4.1,5.6,0
28,6,2020,40.5,76.3,49.6,0,29.314,9,5.5,1
29,6,2020,47,86.2,42.7,0,29.2825,11,4,0
30,6,2020,36,66.3,49.7,0,29.466,8.4,10.6,0
1,7,2020,39,76.5,37.7,0,29.7,8.5,4.2,1
2,7,2020,41.5,83.4,38.9,0,29.7255,5.7,3.9,0
3,7,2020,38,84.5,48.5,0,29.7535,6.5,3.6,0
4,7,2020,50,85.6,49.6,0.03,29.731,11.7,3.9,1
5,7,2020,57,82.5,40.6,0.05,29.7815,8.6,2.1,1
6,7,2020,50,84.9,42.9,0,29.7145,8.1,2.7,1
7,7,2020,38.5,86.3,44.2,0,29.565,11.9,4.9,0
8,7,2020,25.5,84.7,39.1,0,29.5655,11.4,4.4,0
9,7,2020,38.5,84.8,40.4,0,29.6745,8.5,3.1,0
10,7,2020,44.5,90.7,43.1,0,29.767,9.4,3.6,0
11,7,2020,30.5,83.9,44.8,0,29.8265,4.6,2.6,1
12,7,2020,40,84,46,0,29.675,11.4,5.1,1
13,7,2020,31,85.5,64.4,0,29.4745,8.1,7.4,0
14,7,2020,57.5,78.2,53.5,0.02,29.567,7.6,3.2,0
15,7,2020,60,73.3,47.7,0,29.725,4.6,3.3,1
16,7,2020,63,65.7,65.7,0,29.746,11.2,2.3,1
17,7,2020,63,65.7,65.7,0,29.746,7.4,2.3,1
18,7,2020,36.5,87.2,61.2,0,29.6415,7.8,7.3,1
19,7,2020,40,80.9,50.2,0.02,29.6405,11.7,3.7,0
20,7,2020,41.5,85.4,54.4,0,29.5775,6.3,4.9,1
21,7,2020,59.5,79.2,46.8,0,29.639,11.9,3.7,1
22,7,2020,53.5,85.9,46.9,0,29.645,9,4.2,1
23,7,2020,56.5,81.1,54.8,0.11,29.6195,4.1,5.3,1
24,7,2020,60.5,74.9,55.3,0.01,29.6315,8.2,3.6,1
25,7,2020,63,69.2,55.1,0.09,29.713,11.4,2.5,1
26,7,2020,65,71.9,50.5,0,29.8375,8.8,1.7,0
27,7,2020,65.5,77.3,43.6,0,29.861,10.3,2.2,0
28,7,2020,64.5,75.6,46,0.02,29.7335,8.5,4,0
